//버전	//변수명	명칭	기본생성개수	최대곂침개수	1차아이템종류	2차아이템종류	3차아이템종류	아이템직업소속	소비불가	사용가능	사용성별	가격	내구력	마모도	경도	잡는형식	굽높이	장착위치	장착위치	파츠파일	제거될위치	기본부위무시	아이템레벨	희귀성	상점판매가능	로그남길것	상용화 판단	필요 아이템	필요 아이템종류	최소능력	최대능력	공격 속성	속성 공격력	회피율	블럭율	최소추가스킬	최대추가스킬	공격 스타일	무기종류	아이템1차공격순서	아이템2차공격순서	아이템3차공격순서	아이템4차공격순서	지속피해	최대장전개수	반동	장전시간	추가공격성공률	공격속도	타격시 반동	공격범위	적용확률	적용대상1	적용대상2	적용대상3	적용값1	적용값2	적용값3	적용변화값1	적용변화값2	적용변화값3	참조값 1	참조값 2	참조값 3	발동 마법	발동 레벨	마법 확률	필요MP	필요FP	학과필요레벨	선행스킬1	선행스킬레벨1	선행스킬2	선행스킬 레벨2	기술준비	기술 준비시간	기술 시전거리	원소이펙트	사용 효과(시전)	효과 2 (발사체)	"효과 3 (발동효과,타겟)"	효과 4 (유지효과)	"효과 5 (발동효과,시전자)"	사용 모션	유지시간	지속시간	발동대상	사용시기	마법범위	마법속성	참조스탯1	참조스탯2	참조타겟1	참조타겟2	참조수치1	참조수치2	기술속성	전기저항	불저항	바람저항	물저항	땅저항	악행	숙련레벨	최대숙련레벨	서브디파인위치	현재경험치	연속기술방식	비행속도	비행선회각(좌우)	비행선회각(상하)	비행제한레벨	비행연료충전량	가속연료충전량	팩당연료충전량	제한레벨1	반사광	공격음1(무기 타격음)	공격음2(무기 크리티컬)	아이콘파일	퀘스트 ID	텍스트 파일명	설명
//ver	//dwID	szName	dwNum	dwPackMax	dwItemKind1	dwItemKind2	dwItemKind3	dwItemJob	bPermanence	dwUseable	dwItemSex	dwCost	dwEndurance	nAbrasion	nHardness	dwHanded	dwHeelH	dwParts	dwPartsub	bPartFile	dwExclusive	dwBasePartsIgnore	dwItemLV	dwItemRare	dwShopAble	bLog	bCharged	dwLinkKindBullet 	dwLinkKind	dwAbilityMin	dwAbilityMax	eItemType	wItemEAtk	dwparry	dwblockRating	dwAddSkillMin	dwAddSkillMax	dwAtkStyle	dwWeaponType	dwItemAtkOrder1	dwItemAtkOrder2	dwItemAtkOrder3	dwItemAtkOrder4	tmContinuousPain	dwShellQuantity	dwRecoil	dwLoadingTime	nAdjHitRate	dwAttackSpeed	dwDmgShift	dwAttackRange	dwProbability	dwDestParam1	dwDestParam2	dwDestParam3	nAdjParamVal1	nAdjParamVal2	nAdjParamVal3	dwChgParamVal1	dwChgParamVal2	dwChgParamVal3	dwdestData1	dwdestData2	dwdestData3	dwactiveskill	dwactiveskillLv	dwactiveskillper	dwReqMp	dwRepFp	dwReqDisLV	dwReSkill1	dwReSkillLevel1	dwReSkill2	dwReSkillLevel2	dwSkillReadyType	dwSkillReady	dwSkillRange	dwSfxElemental	dwSfxObj	dwSfxObj2	dwSfxObj3	dwSfxObj4	dwSfxObj5	"dwUseMotion(01,02,03 번호 붙여 다음 동작연결)"	dwCircleTime	dwSkillTime	dwExeTarget	dwUseChance	dwSpellRegion	dwSpellType	dwReferStat1	dwReferStat2	dwReferTarget1	dwReferTarget2	dwReferValue1	dwReferValue2	dwSkillType	fItemResistElecricity	fItemResistFire	fItemResistWind	fItemResistWater	fItemResistEarth	nEvildoing	dwExpertLV	ExpertMax	dwSubDefine	dwExp	dwComboStyle	fFlightSpeed	fFlightLRAngle	fFlightTBAngle	dwFlightLimit	dwFFuelReMax	dwAFuelReMax	dwFuelRe	dwLimitLevel1	dwReflect	dwSndAttack1	dwSndAttack2	szIcon	dwQuestID	szTextFile	szComment
6	SI_ASS_CHEER_BEEFUP	IDS_PROPSKILL_TXT_000086	1	1	JTYPE_EXPERT	JOB_ASSIST	DIS_CHEER	JOB_ASSIST	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	IK3_CHEERSTICK	=	=	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	AR_RANGE	=	0	=	=	0	=	=	=	=	=	=	=	=	=	=	=	0	=	25	SI_ASS_CHEER_HEAPUP	4	=	=	SR_BEFORE	0	=	=	XI_SKILL_ASS_CHEER_CASTING01	=	XI_SKILL_ASS_CHEER_BEEFUP01     	=	=	MTI_ASS_CHEER_CASTING01	=	0	EXT_ANOTHERWITH	WUI_TARGETINGOBJ	=	=	DST_INT	=	RT_TIME	=	20000	=	KT_MAGIC	0	0	0	0	0	1	1	20	1015	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	=	=	"""skill_AssCheBeefup.dds"""	0	""""""	IDS_PROPSKILL_TXT_000087
6	SI_ASS_KNU_BURSTCRACK	IDS_PROPSKILL_TXT_000088	1	1	JTYPE_EXPERT	JOB_ASSIST	DIS_KNUCKLE	JOB_ASSIST	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	IK3_KNUCKLEHAMMER	=	=	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	AR_SHORT	=	0	=	=	0	=	=	=	=	=	=	=	=	=	=	=	0	=	28	SI_ASS_CHEER_STONEHAND	4	=	=	SR_AFTER	0	0	=	=	=	XI_SKILL_ASS_KNU_BURSTCRACK01	=	=	MTI_ASS_KNU_BURSTCRACK	=	=	EXT_MELEEATK	WUI_TARGETINGOBJ	SRO_REGION	=	DST_STR	=	RT_ATTACK	=	30	=	KT_SKILL	0	0	0	0	0	=	1	20	2055	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	SND_PC_DMGSWD	=	"""skill_AssKnuBurstC.dds"""	0	""""""	IDS_PROPSKILL_TXT_000089
6	SI_ASS_CHEER_STONEHAND	IDS_PROPSKILL_TXT_000090	1	1	JTYPE_EXPERT	JOB_ASSIST	DIS_CHEER	JOB_ASSIST	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	25	SI_ASS_KNU_TAMPINGHOLE	4	=	=	SR_BEFORE	0	0	=	XI_SKILL_ASS_CHEER_CASTING01	=	XI_SKILL_ASS_CHEER_STONEHAND01 	=	=	MTI_ASS_CHEER_CASTING01	=	=	EXT_OBJCHGPARAMET	WUI_NOW	=	=	DST_INT	=	RT_TIME	=	20000	=	KT_MAGIC	0	0	0	0	0	1	1	20	2215	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	=	=	"""skill_AssCheStoneh.dds"""	0	""""""	IDS_PROPSKILL_TXT_000091
6	SI_ASS_CHEER_QUICKSTEP	IDS_PROPSKILL_TXT_000092	1	1	JTYPE_EXPERT	JOB_ASSIST	DIS_CHEER	JOB_ASSIST	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	IK3_CHEERSTICK	=	=	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	AR_RANGE	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	20	SI_ASS_HEAL_HEALING	3	=	=	SR_BEFORE	0	0	=	XI_SKILL_ASS_CHEER_CASTING01	=	XI_SKILL_ASS_CHEER_QUICKSTEP01 	=	=	MTI_ASS_CHEER_CASTING01	=	0	EXT_ANOTHERWITH	WUI_TARGETINGOBJ	SRO_DIRECT	=	DST_INT	=	RT_TIME	=	20000	=	KT_MAGIC	0	0	0	0	0	1	1	20	2235	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	=	=	"""skill_AssCheQuicks.dds"""	0	""""""	IDS_PROPSKILL_TXT_000093
6	SI_ASS_CHEER_CATSREFLEX	IDS_PROPSKILL_TXT_000094	1	1	JTYPE_EXPERT	JOB_ASSIST	DIS_CHEER	JOB_ASSIST	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	IK3_CHEERSTICK	=	=	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	AR_RANGE	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	28	SI_ASS_CHEER_HASTE	4	=	=	SR_BEFORE	0	0	=	XI_SKILL_ASS_CHEER_CASTING01	=	XI_SKILL_ASS_CHEER_CATSREFLEX01 	=	=	MTI_ASS_CHEER_CASTING01	=	0	EXT_ANOTHERWITH	WUI_TARGETINGOBJ	SRO_DIRECT	=	DST_INT	=	RT_TIME	=	20000	=	KT_MAGIC	0	0	0	0	0	1	1	20	2255	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	=	=	"""skill_AssCheCatsre.dds"""	0	""""""	IDS_PROPSKILL_TXT_000095
6	SI_ASS_CHEER_ACCURACY	IDS_PROPSKILL_TXT_000096	1	1	JTYPE_EXPERT	JOB_ASSIST	DIS_CHEER	JOB_ASSIST	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	IK3_CHEERSTICK	=	=	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	AR_RANGE	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	30	SI_ASS_CHEER_BEEFUP	4	=	=	SR_BEFORE	0	0	=	XI_SKILL_ASS_CHEER_CASTING01	=	XI_SKILL_ASS_CHEER_ACCURACY01 	=	=	MTI_ASS_CHEER_CASTING01	=	0	EXT_ANOTHERWITH	WUI_TARGETINGOBJ	SRO_DIRECT	=	DST_INT	=	RT_TIME	=	20000	=	KT_MAGIC	0	0	0	0	0	1	1	20	2275	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	=	=	"""skill_AssCheAccura.dds"""	0	""""""	IDS_PROPSKILL_TXT_000097
6	SI_ASS_KNU_POWERFIST	IDS_PROPSKILL_TXT_000098	1	1	JTYPE_EXPERT	JOB_ASSIST	DIS_KNUCKLE	JOB_ASSIST	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	IK3_KNUCKLEHAMMER	0	0	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	AR_SHORT	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	35	SI_ASS_KNU_BURSTCRACK	4	=	=	SR_AFTER	0	0	=	=	=	XI_SKILL_ASS_KNU_POWERFIST01	=	=	MTI_ASS_KNU_POWERFIST	=	=	EXT_MELEEATK	WUI_TARGETINGOBJ	SRO_DIRECT	=	DST_STR	=	RT_ATTACK	=	35	=	KT_SKILL	0	0	0	0	0	=	1	20	2295	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	SND_PC_DMGSWD	=	"""skill_AssKnuPowerf.dds"""	0	""""""	IDS_PROPSKILL_TXT_000099
6	SI_ASS_CHEER_HASTE	IDS_PROPSKILL_TXT_000100	1	1	JTYPE_EXPERT	JOB_ASSIST	DIS_CHEER	JOB_ASSIST	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	IK3_CHEERSTICK	0	0	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	AR_RANGE	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	25	SI_ASS_CHEER_QUICKSTEP	3	=	=	SR_BEFORE	0	0	=	XI_SKILL_ASS_CHEER_HASCASTING01	=	XI_SKILL_ASS_CHEER_HASTE01	=	=	MTI_ASS_CHEER_CASTING01	=	0	EXT_ANOTHERWITH	WUI_TARGETINGOBJ	=	=	DST_INT	=	RT_TIME	=	25000	=	KT_MAGIC	0	0	0	0	0	1	1	20	3165	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	=	=	"""skill_AssHaste.dds"""	0	""""""	IDS_PROPSKILL_TXT_000101
//																																																																																																																											
6	SI_RIN_HEAL_HEALRAIN	IDS_PROPSKILL_TXT_000102	1	1	JTYPE_PRO	JOB_RINGMASTER	DIS_HEAL	JOB_RINGMASTER	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	IK3_CHEERSTICK	0	0	_NONE	0	0	0	=	=	AS_DIAGONAL	WT_EQUIP	=	=	=	=	=	=	=	=	=	=	=	AR_RANGE	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	=	70	SI_RIN_HEAL_GVURTIALLA	3	=	=	SR_BEFORE	0	=	=	XI_SKILL_RIN_HEAL_CASTING01      	XI_SKILL_RIN_HEAL_HEALRAIN01	=	=	=	MTI_RIN_HEAL_CASTING01	=	=	EXT_TROUPE	WUI_NOW	SRO_REGION	=	DST_INT	=	RT_HEAL	=	60	=	KT_MAGIC	0	0	0	0	0	1	1	10	2615	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	=	=	"""skill_RinHeaHealra.dds"""	0	""""""	IDS_PROPSKILL_TXT_000103
6	SI_RIN_SUP_HOLYCROSS	IDS_PROPSKILL_TXT_000104	1	1	JTYPE_PRO	JOB_RINGMASTER	DIS_HOLY	JOB_RINGMASTER	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	IK3_CHEERSTICK	0	0	_NONE	0	0	0	=	=	AS_DIAGONAL	WT_EQUIP	=	=	=	=	=	=	=	=	=	=	=	AR_RANGE	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	=	60	=	=	=	=	SR_BEFORE	0	=	=	XI_SKILL_RIN_SUP_CASTING01	=	XI_SKILL_RIN_SUP_HOLYCROSS01	=	=	MTI_RIN_SUP_CASTING01	=	=	EXT_ANOTHER	WUI_TARGETINGOBJ	SRO_DIRECT	=	=	=	=	=	=	=	KT_MAGIC	0	0	0	0	0	=	1	1	2625	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	=	=	"""skill_RinSupCross.dds"""	0	""""""	IDS_PROPSKILL_TXT_000105
6	SI_RIN_SUP_PROTECT	IDS_PROPSKILL_TXT_000106	1	1	JTYPE_PRO	JOB_RINGMASTER	DIS_SUPPORT	JOB_RINGMASTER	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	IK3_CHEERSTICK	0	0	_NONE	0	0	0	=	=	AS_DIAGONAL	WT_EQUIP	=	=	=	=	=	=	=	=	=	=	=	AR_RANGE	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	=	60	SI_ASS_CHEER_HEAPUP	6	=	=	SR_BEFORE	0	=	=	XI_SKILL_RIN_PROTECT_CASTING01	=	XI_SKILL_RIN_SUP_PROTECT01	=	=	MTI_RIN_SUP_CASTING01	=	=	EXT_ANOTHERWITH	WUI_TARGETINGOBJ	SRO_DIRECT	=	DST_INT	=	RT_TIME	=	20000	=	KT_MAGIC	0	0	0	0	0	1	1	10	2635	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	=	=	"""skill_RinSupProtec.dds"""	0	""""""	IDS_PROPSKILL_TXT_000107
6	SI_RIN_SUP_HOLYGUARD	IDS_PROPSKILL_TXT_000108	1	1	JTYPE_PRO	JOB_RINGMASTER	DIS_SUPPORT	JOB_RINGMASTER	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	IK3_CHEERSTICK	0	0	_NONE	0	0	0	=	=	AS_DIAGONAL	WT_EQUIP	=	=	=	=	=	=	=	=	=	=	=	AR_SHORT	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	=	65	SI_RIN_SUP_PROTECT	3	=	=	SR_BEFORE	0	=	=	XI_SKILL_RIN_SUP_CASTING01	=	XI_SKILL_RIN_SUP_HOLYGUARD01	=	=	MTI_RIN_SUP_CASTING01	=	=	EXT_ANOTHERWITH	WUI_TARGETINGOBJ	SRO_DIRECT	=	DST_INT	=	RT_TIME	=	20000	=	KT_MAGIC	0	0	0	0	0	1	1	10	2645	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	=	=	"""skill_RinSupHguard.dds"""	0	""""""	IDS_PROPSKILL_TXT_000109
6	SI_RIN_SUP_SPIRITUREFORTUNE	IDS_PROPSKILL_TXT_000110	1	1	JTYPE_PRO	JOB_RINGMASTER	DIS_SUPPORT	JOB_RINGMASTER	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	IK2_CHARM	IK3_CHEERSTICK	0	0	_NONE	0	0	0	=	=	AS_DIAGONAL	WT_EQUIP	=	=	=	=	=	=	=	=	=	=	=	AR_SHORT	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	=	65	SI_RIN_SUP_HOLYCROSS	1	=	=	SR_BEFORE	0	=	=	XI_SKILL_RIN_ATTACK_CASTING01	=	XI_SKILL_RIN_SUP_SPIRITUREFORTUNE01	=	=	MTI_RIN_SUP_CASTING01	=	=	EXT_ANOTHERWITH	WUI_TARGETINGOBJ	SRO_DIRECT	=	DST_INT	=	RT_TIME	=	2000	=	KT_MAGIC	0	0	0	0	0	1	1	10	2655	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	=	=	"""skill_RinSupSpirit.dds"""	0	""""""	IDS_PROPSKILL_TXT_000111
6	SI_RIN_HEAL_GVURTIALLA	IDS_PROPSKILL_TXT_000112	1	1	JTYPE_PRO	JOB_RINGMASTER	DIS_HEAL	JOB_RINGMASTER	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	IK2_CHARM	IK3_CHEERSTICK	0	0	_NONE	0	0	0	=	=	AS_DIAGONAL	WT_EQUIP	=	=	=	=	=	=	=	=	=	=	=	AR_SHORT	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	=	60	SI_ASS_HEAL_PREVENTION	4	=	=	SR_BEFORE	0	=	=	XI_SKILL_RIN_HEAL_CASTING01      	=	XI_SKILL_RIN_HEAL_GVURTIALLA01	=	=	MTI_RIN_HEAL_CURE01	=	=	EXT_ANOTHERWITH	WUI_TARGETINGOBJ	SRO_DIRECT	=	=	=	=	=	=	=	KT_MAGIC	0	0	0	0	0	1	1	3	2665	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	=	=	"""skill_RinCureGvur.dds"""	0	""""""	IDS_PROPSKILL_TXT_000113
6	SI_RIN_SQU_GEBURAHTIPHRETH	IDS_PROPSKILL_TXT_000114	1	1	JTYPE_PRO	JOB_RINGMASTER	DIS_HOLY	JOB_RINGMASTER	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	IK2_CHARM	IK3_CHEERSTICK	0	0	_NONE	0	0	0	=	=	AS_DIAGONAL	WT_EQUIP	=	=	=	=	=	=	=	=	=	=	=	AR_SHORT	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	=	75	SI_RIN_SUP_HOLYGUARD	4	SI_RIN_SUP_SPIRITUREFORTUNE	7	SR_BEFORE	0	=	=	XI_SKILL_RIN_ATTACK_CASTING01	XI_SKILL_RIN_SQU_GEBURAHTIPHRETH01	=	=	=	MTI_RIN_SQU_CASTING01	=	=	EXT_TROUPE	WUI_NOW	SRO_AROUND	=	DST_INT	=	RT_TIME	=	2000	=	KT_MAGIC	0	0	0	0	0	1	1	10	2675	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	=	=	"""skill_RinSquGebura.dds"""	0	""""""	IDS_PROPSKILL_TXT_000115
6	SI_RIN_SUP_MERKABAHANZELRUSHA	IDS_PROPSKILL_TXT_000116	1	1	JTYPE_PRO	JOB_RINGMASTER	DIS_HOLY	JOB_RINGMASTER	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	IK2_CHARM	IK3_CHEERSTICK	0	0	_NONE	0	0	0	=	=	AS_DIAGONAL	WT_EQUIP	=	=	=	=	2000	=	=	=	=	=	=	AR_SHORT	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	=	80	SI_RIN_HEAL_HEALRAIN	4	=	=	SR_BEFORE	10000	=	=	XI_SKILL_RIN_SUP_MERKABAHANZELRUSHA02	=	=	XI_SKILL_RIN_SUP_MERKABAHANZELRUSHA03	=	MTI_RIN_SUP_CASTING01	=	=	EXT_MAGICATK	WUI_NOW	SRO_REGION	=	DST_INT	=	RT_ATTACK	=	20	=	KT_MAGIC	0	0	0	0	0	=	1	10	2685	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	=	=	"""skill_RinSupAnzelr.dds"""	0	""""""	IDS_PROPSKILL_TXT_000117
//																																																																																																																											
6	SI_BIL_KNU_BELIALSMESHING	IDS_PROPSKILL_TXT_000118	1	1	JTYPE_PRO	JOB_BILLPOSTER	DIS_KNUCKLE	JOB_BILLPOSTER	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	IK3_KNUCKLEHAMMER	0	0	_NONE	0	0	0	=	=	AS_DIAGONAL	WT_EQUIP	=	=	=	=	=	=	=	=	=	=	=	AR_SHORT	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	60	SI_ASS_KNU_POWERFIST	5	=	=	SR_AFTER	0	=	=	=	XI_SKILL_BIL_KNU_BELIALSMESHING01	XI_SKILL_BIL_KNU_BELIALSMESHING02	=	=	MTI_BIL_KNU_BELIALSMESHING01	=	=	EXT_MELEEATK	WUI_TARGETINGOBJ	SRO_DIRECT	=	DST_STR	=	RT_ATTACK	=	40	=	KT_SKILL	0	0	0	0	0	=	1	10	2695	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	SND_PC_DMGSWD	=	"""skill_BilBelialSmeshing.dds"""	0	""""""	IDS_PROPSKILL_TXT_000119
6	SI_BIL_KNU_PIERCINGSERPENT	IDS_PROPSKILL_TXT_000120	1	1	JTYPE_PRO	JOB_BILLPOSTER	DIS_KNUCKLE	JOB_BILLPOSTER	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	IK3_KNUCKLEHAMMER	0	0	_NONE	0	0	0	=	=	AS_DIAGONAL	WT_EQUIP	=	=	=	=	=	=	=	=	=	=	=	AR_SHORT	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	70	SI_BIL_KNU_BLOODFIST	5	=	=	SR_AFTER	0	=	=	XI_SKILL_BIL_KNU_ATTACK01	=	XI_SKILL_BIL_KNU_PIERCINGSERPENT02	=	=	MTI_BIL_KNU_PIERCINGSERPENT01	=	=	EXT_MELEEATK	WUI_TARGETINGOBJ	SRO_LINE	=	DST_STR	=	RT_ATTACK	=	35	=	KT_SKILL	0	0	0	0	0	=	1	10	2705	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	=	=	"""skill_BilPiercingSerpent.dds"""	0	""""""	IDS_PROPSKILL_TXT_000121
6	SI_BIL_KNU_BLOODFIST	IDS_PROPSKILL_TXT_000122	1	1	JTYPE_PRO	JOB_BILLPOSTER	DIS_KNUCKLE	JOB_BILLPOSTER	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	IK3_KNUCKLEHAMMER	0	0	_NONE	0	0	0	=	=	AS_DIAGONAL	WT_EQUIP	=	=	=	=	=	=	=	=	=	=	=	AR_SHORT	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	65	SI_BIL_KNU_BELIALSMESHING	2	=	=	SR_AFTER	0	=	=	=	=	XI_SKILL_BIL_KNU_BLOODFIST02	=	=	MTI_BIL_KNU_BLOODFIST01	=	=	EXT_MELEEATK	WUI_TARGETINGOBJ	SRO_DIRECT	=	DST_STR	=	RT_ATTACK	=	35	=	KT_SKILL	0	0	0	0	0	=	1	10	2715	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	SND_PC_DMGSWD	=	"""skill_BilBloodFist.dds"""	0	""""""	IDS_PROPSKILL_TXT_000123
6	SI_BIL_KNU_SONICHAND	IDS_PROPSKILL_TXT_000124	1	1	JTYPE_PRO	JOB_BILLPOSTER	DIS_KNUCKLE	JOB_BILLPOSTER	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	IK3_KNUCKLEHAMMER	0	0	_NONE	0	0	0	=	=	AS_DIAGONAL	WT_EQUIP	=	=	=	=	=	=	=	=	=	=	=	AR_SHORT	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	75	SI_BIL_KNU_PIERCINGSERPENT	7	SI_BIL_PST_BGVURTIALBOLD	6	SR_AFTER	0	=	=	XI_SKILL_BIL_KNU_ATTACK01	XI_SKILL_BIL_KNU_SONICHAND01	XI_SKILL_BIL_KNU_SONICHAND02	=	=	MTI_BIL_KNU_SONICHAND01	=	=	EXT_MELEEATK	WUI_TARGETINGOBJ	SRO_DIRECT	=	DST_STR	=	RT_ATTACK	=	40	=	KT_SKILL	0	0	0	0	0	=	1	10	2725	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	SND_PC_DMGSWD	=	"""skill_BilSonicHand.dds"""	0	""""""	IDS_PROPSKILL_TXT_000125
6	SI_BIL_PST_ASMODEUS	IDS_PROPSKILL_TXT_000126	1	1	JTYPE_PRO	JOB_BILLPOSTER	DIS_POSTER	JOB_BILLPOSTER	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	IK2_CHARM	IK3_KNUCKLEHAMMER	0	0	_NONE	0	0	0	=	=	AS_DIAGONAL	WT_EQUIP	=	=	=	=	=	=	=	=	=	=	=	AR_SHORT	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	=	60	=	=	=	=	SR_BEFORE	0	=	=	XI_SKILL_BIL_PST_CASTING01	=	XI_SKILL_BIL_KNU_ASMODEUS02	=	=	MTI_BIL_PST_CASTING01	=	=	EXT_SELFCHGPARAMET	WUI_TARGETINGOBJ	=	=	DST_INT	=	RT_TIME	=	20000	=	KT_MAGIC	0	0	0	0	0	1	1	10	2735	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	=	=	"""skill_BilAsmodeus.dds"""	0	""""""	IDS_PROPSKILL_TXT_000127
6	SI_BIL_PST_BARAQIJALESNA	IDS_PROPSKILL_TXT_000128	1	1	JTYPE_PRO	JOB_BILLPOSTER	DIS_POSTER	JOB_BILLPOSTER	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	IK2_CHARM	IK3_KNUCKLEHAMMER	0	0	_NONE	0	0	0	=	=	AS_DIAGONAL	WT_EQUIP	=	=	=	=	=	=	=	=	=	=	=	AR_SHORT	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	=	65	SI_BIL_PST_ASMODEUS	3	=	=	SR_BEFORE	0	=	=	XI_SKILL_BIL_PST_CASTING01	XI_SKILL_BIL_KNU_BARAQIJALESNA01	XI_SKILL_BIL_KNU_BARAQIJALESNA02	=	=	MTI_BIL_PST_CASTING01	=	=	EXT_MAGICATKSHOT	WUI_TARGETINGOBJ	SRO_DIRECT	=	DST_INT	DST_INT	RT_ATTACK	RT_TIME	25	1000	KT_MAGIC	0	0	0	0	0	=	1	10	2745	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	=	=	"""skill_BilBaraqijalEsna.dds"""	0	""""""	IDS_PROPSKILL_TXT_000129
